env,method,run,seed,sample,iteration,component,episode_sum_mean,episode_abs_sum_mean,signed_contribution_share,magnitude_share,active_rate
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,2,orientation_penalty,-0.76218106015659,0.76218106015659,-0.0005000566260201001,0.0005000566260201001,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,2,progress_delta,1.2400628190487624,1.4807619113475083,0.0008135883476546876,0.0009715077480085655,0.988160904076416
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,2,settle_reward,1371.660416983813,1371.660416983813,0.8999277416068691,0.8999277416068691,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,2,velocity_damping,-51.63063261245849,51.63063261245849,-0.03387415575265671,0.03387415575265671,0.9991927889143011
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,3,distance_penalty,-33.30111790681258,33.30111790681258,-0.5216654405915382,0.5216654405915382,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,3,engine_penalty,-0.1825,0.1825,-0.0028588812896422127,0.0028588812896422127,0.0533625730994152
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,3,orientation_penalty,-0.6362677708854108,0.6362677708854108,-0.009967200139104982,0.009967200139104982,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,3,progress_delta,3.344923413544893,3.464371955394745,0.05239856965627209,0.05426974336240681,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,3,settle_delta,5.716837105154991,6.043372735381126,0.08955484184032853,0.09467005610693141,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,3,velocity_damping,-20.208528432943094,20.208528432943094,-0.3165686785103763,0.3165686785103763,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,distance_penalty,-37.122615146322644,37.122615146322644,-0.06569646878424545,0.06569646878424545,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,engine_penalty,-4.885499999999999,4.885499999999999,-0.008645945254135074,0.008645945254135074,0.6166224914804999
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,landing_bonus,298.0,298.0,0.5273752299114222,0.5273752299114222,0.02820901173797804
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,orientation_penalty,-0.2867984400585379,0.2867984400585379,-0.0005075516552486867,0.0005075516552486867,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,progress_delta,7.095325416885316,11.891254891641438,0.012556707627604868,0.02104413853159304,0.9918591442635365
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,settle_reward,201.6522820290178,201.6522820290178,0.3568671765007255,0.3568671765007255,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,4,velocity_damping,-11.22411424415591,11.22411424415591,-0.01986348936263017,0.01986348936263017,0.9988640666414237
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,5,distance_penalty,-19.952802596986295,19.952802596986295,-0.471303972727858,0.471303972727858,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,5,engine_penalty,-0.1065,0.1065,-0.0025156302154314024,0.0025156302154314024,0.05193855157278712
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,5,landing_reward,1.430446743965149,1.430446743965149,0.0337884981284901,0.0337884981284901,0.0036576444769568397
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,5,orientation_penalty,-0.22738935558818443,0.22738935558818443,-0.00537115055009495,0.00537115055009495,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,5,progress_delta,13.414139248430729,13.883727125823498,0.3168545916183721,0.3279466991598702,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,5,velocity_damping,-6.7344501341342555,6.7344501341342555,-0.15907404921825535,0.15907404921825535,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,distance_penalty,-88.17693001954467,88.17693001954467,-0.027697732641316492,0.027697732641316492,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,engine_penalty,-29.18700000000035,29.18700000000035,-0.009168086509962719,0.009168086509962719,0.9729
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,orientation_penalty,-0.22780910008497673,0.22780910008497673,-7.15583491738033e-05,7.15583491738033e-05,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,progress_delta,20.17086775257485,22.77811008511344,0.006335980420619497,0.0071549554182948494,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,proximity_reward,1384.6762136518955,1384.6762136518955,0.43494813838517304,0.43494813838517304,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,stable_landing_bonus,1649.524492902107,1649.524492902107,0.518141064557122,0.518141064557122,0.96465
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,6,velocity_damping,-8.972702508244037,8.972702508244037,-0.002818464138957064,0.002818464138957064,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,distance_penalty,-88.17693001954467,88.17693001954467,-0.027697732641316492,0.027697732641316492,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,engine_penalty,-29.18700000000035,29.18700000000035,-0.009168086509962719,0.009168086509962719,0.9729
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,orientation_penalty,-0.22780910008497673,0.22780910008497673,-7.15583491738033e-05,7.15583491738033e-05,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,progress_delta,20.17086775257485,22.77811008511344,0.006335980420619497,0.0071549554182948494,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,proximity_reward,1384.6762136518955,1384.6762136518955,0.43494813838517304,0.43494813838517304,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,stable_landing_bonus,1649.524492902107,1649.524492902107,0.518141064557122,0.518141064557122,0.96465
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,7,velocity_damping,-8.972702508244037,8.972702508244037,-0.002818464138957064,0.002818464138957064,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,8,distance_penalty,-33.27001910386607,33.27001910386607,-0.3718741257945454,0.3718741257945454,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,8,engine_penalty,-0.2875,0.2875,-0.003213518177797142,0.003213518177797142,0.08400292184075968
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,8,orientation_penalty,-0.234627468632764,0.234627468632764,-0.002622537862476229,0.002622537862476229,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,8,progress_delta,44.78525869548321,46.32301677763462,0.5005851927488097,0.5177734137924551,1.0
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,8,stable_landing_bonus,4.178747569769621,4.178747569769621,0.046707760959583684,0.046707760959583684,0.005843681519357195
env_001,w/o HEP,runs/env_001/ablation_unconstrained_v4,0.0,,8,velocity_damping,-5.171896986956337,5.171896986956337,-0.057808643413142465,0.057808643413142465,1.0
